Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2017-03-16,2,0,nan,2,1,1,5,16,22,6,38
KATL,MaxPoP,2017-03-17,3,4,5,nan,4,7,21,11,37,24,55
KATL,MaxPoP,2017-03-18,72,59,77,84,nan,24,73,42,36,35,31
KATL,MaxPoP,2017-03-19,4,4,5,5,4,nan,2,21,58,24,51
KATL,MaxPoP,2017-03-20,4,5,6,7,6,5,nan,4,6,4,33
KATL,MaxPoP,2017-03-21,67,24,15,19,15,58,12,nan,8,17,24
KATL,MaxPoP,2017-03-22,15,30,24,55,39,58,32,23,nan,18,39
KATL,MaxPoP,2017-03-23,1,1,1,48,9,33,10,24,32,nan,58
KATL,MaxPoP,2017-03-24,6,7,5,6,5,11,20,22,31,58,nan
KATL,MaxPoP,2017-03-25,41,59,57,67,10,58,79,58,58,58,58
KATL,MaxPoP,2017-03-26,88,82,68,55,67,54,74,56,58,32,47
KATL,MaxPoP,2017-03-27,40,36,56,47,44,35,36,34,13,23,9
KATL,MaxPoP,2017-03-28,92,73,38,59,48,45,35,48,47,15,24
KATL,MaxPoP,2017-03-29,15,7,9,24,54,10,12,9,33,24,42
KATL,MaxPoP,2017-03-30,92,71,57,54,40,23,43,17,24,24,55
KATL,MaxPoP,2017-03-31,65,32,79,88,95,92,58,58,58,58,58
KATL,MaxPoP,2017-04-01,7,7,8,8,8,8,8,22,30,37,58
KATL,MaxPoP,2017-04-02,nan,nan,6,7,10,8,9,16,33,24,55
KATL,MaxPoP,2017-04-03,nan,nan,nan,96,100,89,80,48,58,56,58
